script	ref	ground
LÚC ĐÓ QUẾ ĐANG NGỒI CHỜ XE	VIVOSSPK12_R112	VIVOSSPK12_R093
TỪ RẠN SAN HÔ MÀ CHÚNG CƯ TRÚ	VIVOSSPK12_R112	VIVOSSPK12_R095
TRONG KHI VẪN CÒN RẤT NHIỀU NGƯỜI TRÔI GIẠT TRÊN CÁC THUYỀN CỨU SINH	VIVOSSPK12_R140	VIVOSSPK12_R097
NHƯNG TÔI KHÔNG MUỐN BẠN TIN TƯỞNG VÀO BẤT KỲ ĐIỀU GÌ	VIVOSSPK12_R051	VIVOSSPK12_R098
TRUNG TÂM NÀY CÒN CUNG CẤP CÁC THÔNG TIN	VIVOSSPK12_R169	VIVOSSPK12_R099
VÀ CÁC VÁCH PHÂN CHIA CŨNG KHÔNG KIÊN CỐ	VIVOSSPK12_T039	VIVOSSPK12_R100
TẠI MỘT TRƯỜNG ĐẠI HỌC	VIVOSSPK12_T038	VIVOSSPK12_R101
NHƯNG CŨNG CÓ NHỮNG BẠN NẰM KHÈO Ở NHÀ TRÙM MỀM VÀ KHÓC NHÈ	VIVOSSPK12_R135	VIVOSSPK12_R102
DỰ LUẬT HIỆN VẪN ĐANG ĐƯỢC TRANH CÃI Ở THƯỢNG VIỆN	VIVOSSPK12_R133	VIVOSSPK12_R103
NHẮM MỘT CHÚT RƯỢU VỚI THỊT CHUỘT NƯỚNG TRẮNG NÕN	VIVOSSPK12_T028	VIVOSSPK12_R104
VÀ THƯỜNG LÀ CÁC TỆP TIN QUAN TRỌNG BIẾN MẤT	VIVOSSPK12_R009	VIVOSSPK12_R105
NHẤP NHỔM CHUYỆN ĐI SÊU NHÀ NGOẠI	VIVOSSPK12_R055	VIVOSSPK12_R106
CHIẾC VÁY CÓ PHẦN GẤU THU THẬT HẸP LẠI CŨNG SẼ LÀM THÔ DÁNG	VIVOSSPK12_T016	VIVOSSPK12_R107
DÙ CÓ ĐỦ LỰC LƯỢNG	VIVOSSPK12_R063	VIVOSSPK12_R108
ĐANG XEM XÉT CÓ ĐƯA RA CÁO BUỘC NÀO HAY KHÔNG	VIVOSSPK12_R036	VIVOSSPK12_R109
CÒN Ở TÂN TRIỀU THÌ TRỘN TÉP BƯỞI VỚI TÔM SÔNG	VIVOSSPK12_T011	VIVOSSPK12_R110
MẶC QUẦN CHẼN CÓ ĐŨNG BẰNG VẢI BÔNG	VIVOSSPK12_R085	VIVOSSPK12_R111
ANH TỪ CHỐI KHÔNG CÙNG ĐI BƠI VÀO CUỐI TUẦN	VIVOSSPK12_R144	VIVOSSPK12_R112
ĐẾN TỪ KHÔNG GIAN XA XÔI	VIVOSSPK12_T016	VIVOSSPK12_R113
NÉT SON ẤY ĐƯỢC KHƠI MÀO VẼ NÊN BẰNG SỰ CHUNG TAY CỦA ĐÔI UYÊN ƯƠNG	VIVOSSPK12_T001	VIVOSSPK12_R114
KHI CHÚNG TÔI MỜI TRINH ĐI CHƠI	VIVOSSPK12_R019	VIVOSSPK12_R115
RÁC RẾN MẤT VỆ SINH	VIVOSSPK12_R050	VIVOSSPK12_R116
NỬA ĐÊM CON YÊU QUÁI XUẤT HIỆN	VIVOSSPK12_R093	VIVOSSPK12_R118
VÀ ĐỀU ĐẶN PHÁT SÓNG GIỜ NÀY HẰNG TUẦN	VIVOSSPK12_R162	VIVOSSPK12_R119
ĐÓ LÀ NHỮNG EM NHỎ NHẶT BÓNG HOẶC KHIÊNG CÁNG	VIVOSSPK12_T027	VIVOSSPK12_R120
MÀ LẠI ĐỨNG BÊN NGOÀI CỘNG ĐỒNG	VIVOSSPK12_R177	VIVOSSPK12_R121
NÊN ĐÂU CÓ BIẾT ĐÚ LÀ LOÀI VẬT QUÍ HIẾM	VIVOSSPK12_R014	VIVOSSPK12_R122
HỌ HUÝT SÁO VÀ DẬM CHÂN LIÊN TỤC	VIVOSSPK12_R159	VIVOSSPK12_R123
ĐÈN BÁO HIỆU ĐÃ CHUYỂN SANG MÀU XANH	VIVOSSPK12_R118	VIVOSSPK12_R124
ĐỂ THAM QUAN NHÀ MÁY SẢN XUẤT THỰC PHẨM ĂN NHANH MÌ ĂN LIỀN	VIVOSSPK12_R026	VIVOSSPK12_R125
THÁI HẬU DƯƠNG VÂN NGA	VIVOSSPK12_R093	VIVOSSPK12_R126
CÒN RÁNG ĐỎ MỘT GÓC TRỜI	VIVOSSPK12_R100	VIVOSSPK12_R127
HOẶC VẤT VƯỞNG TRÊN ĐƯỜNG ĐI	VIVOSSPK12_R192	VIVOSSPK12_R128
ÔNG KHÔNG NÉN ĐƯỢC NỖI BỰC DỌC	VIVOSSPK12_T016	VIVOSSPK12_R130
ĐÃ ĐEM LẠI SỰ THỐNG NHẤT CHO ĐẤT NƯỚC VẠN ĐẢO	VIVOSSPK12_R023	VIVOSSPK12_R131
THẬM CHÍ TÔI NGHĨ RẰNG BẢN ÁN CHO EM MẬU LÀ HƠI QUÁ TAY	VIVOSSPK12_R170	VIVOSSPK12_R132
NAY LẠI THÊM GÁNH NẶNG	VIVOSSPK12_R174	VIVOSSPK12_R133
THÍCH VUI CHƠI HƯỞNG THỤ HƠN LÀM LỤNG	VIVOSSPK12_R011	VIVOSSPK12_R134
CÒN VỢ CHẾT TRÊN GIƯỜNG	VIVOSSPK12_R078	VIVOSSPK12_R135
TÔI BIẾT CÓ NHỮNG BẬC CHA MẸ LUÔN BẢO BỌC CON CÁI	VIVOSSPK12_R193	VIVOSSPK12_R136
MẸ THƯỜNG NÓI TÔI ĂN CƠM TỪ LÚA TRỒNG ĐẾN LÚA TRỔ	VIVOSSPK12_R179	VIVOSSPK12_R137
MÀ THẬM CHÍ CHÚNG TA HẦU NHƯ ĐÃ QUÊN MẤT	VIVOSSPK12_T025	VIVOSSPK12_R138
TẠO CHI RA CON NHÍM CHẬM CHẠP	VIVOSSPK12_R193	VIVOSSPK12_R139
SẼ ĐẨY LÙI NIỀM HẠNH PHÚC ĐÓ LẠI ĐẾN TẬN MỘT VÀI NGÀY SAU	VIVOSSPK12_R171	VIVOSSPK12_R140
NHỮNG THỰC KHÁCH VỪA GỌI BIA VỪA Ợ CHUA ẰNG ẶC	VIVOSSPK12_R196	VIVOSSPK12_R141
DO ĐÓ NẾU ĐƯỢC BẠN HỮU QUẢNG NINH MỜI CHÉN	VIVOSSPK12_R194	VIVOSSPK12_R142
THẬT VUI KHI NGƯỜI TA NHẬN RA BẠN KHI ĐANG Ở TRÊN PHỐ	VIVOSSPK12_R069	VIVOSSPK12_R143
BÀ CÔ BÉO LẲN MẶT	VIVOSSPK12_T024	VIVOSSPK12_R144
HÃY THỬ COI QUÁ KHỨ CỦA BẠN NHƯ LÀ MỘT CĂN PHÒNG	VIVOSSPK12_R139	VIVOSSPK12_R145
KHI MỌI NGƯỜI ĐÃ NGỒI HẾT VÀO BÀN	VIVOSSPK12_T041	VIVOSSPK12_R146
THẰNG BẠN NGỨA TAI CHỊU HẾT NỔI PHẢI KHẢY MỘT CÂU	VIVOSSPK12_R011	VIVOSSPK12_R147
VÀ CẶP ĐÙI NÚNG NÍNH NHỮNG TÚI MỠ DỄ GHÉT	VIVOSSPK12_R176	VIVOSSPK12_R148
ĐỘI MŨ MIỆN ĐI HIA HOÀNG ĐẾ	VIVOSSPK12_R111	VIVOSSPK12_R149
CON ĐƯỜNG SANG MỸ CỦA TRÁI THANH LONG VẪN CÒN NHIỀU GẬP GHỀNH	VIVOSSPK12_R105	VIVOSSPK12_R150
CÓ NHIỀU KHẢ NĂNG TRỞ THÀNH BÃO TUYẾT	VIVOSSPK12_R168	VIVOSSPK12_R151
SỰ TÌM KIẾM QUAY VỀ TRÚ NGỤ KHÔNG GIAN TẾT	VIVOSSPK12_R195	VIVOSSPK12_R153
NGHE NHƯ ĐANG Ở GIỮA ĐỒNG LÚA QUÊ MÌNH	VIVOSSPK12_R043	VIVOSSPK12_R154
KHI BẠN VỪA MẤT ĐI MỘT NGƯỜI MÀ BẠN YÊU QUÝ	VIVOSSPK12_T025	VIVOSSPK12_R155
ĐỂ TÔI CÓ CÁI MÀ MÂN MÊ MỖI KHI PHẢI DỰ HỌP	VIVOSSPK12_R061	VIVOSSPK12_R157
BỎ LÊN TAY CHO BÒ QUA BÒ LẠI NHỒN NHỘT	VIVOSSPK12_T034	VIVOSSPK12_R158
HAI CÔ GÁI TRẺ HỒNG LUYẾN MINH THÙY	VIVOSSPK12_T009	VIVOSSPK12_R159
KHÔNG CHỈ ĐỐI VỚI NGƯỜI ĐỊA PHƯƠNG MÀ CÒN TRÊN CẢ NƯỚC	VIVOSSPK12_R087	VIVOSSPK12_R161
RAY THÌ HAY SAY XỈN	VIVOSSPK12_R068	VIVOSSPK12_R162
LÒNG TÔI LẠI DÂNG LÊN NỖI NIỀM NHỚ THƯƠNG DA DIẾT	VIVOSSPK12_R080	VIVOSSPK12_R163
MỘT HỌC SINH COI CHỪNG MẤT DẾ	VIVOSSPK12_R169	VIVOSSPK12_R164
VÌ TIẾNG CƯỜI ĐÙA GIỮA KHUYA	VIVOSSPK12_T006	VIVOSSPK12_R165
SAM ĐÃ TỰ ĐƯA MÌNH VÀO PHIỀN TOÁI	VIVOSSPK12_R099	VIVOSSPK12_R166
KHÔNG PHẢI LÀ CON ĐƯỜNG NGẬP NGỤA BÙN	VIVOSSPK12_R199	VIVOSSPK12_R167
LÀ MỘT THỢ RỪNG LÂU NĂM Ở CHỐN U MINH NÀY	VIVOSSPK12_R199	VIVOSSPK12_R168
HỒI SAU MỚI DỌA NẠT ĐỂ ÉP KHÁCH TRẢ TIỀN VỚI GIÁ CẮT CỔ	VIVOSSPK12_R041	VIVOSSPK12_R169
NÊN TIẾP TỤC TÌM CÁCH TIÊU THOÁT NƯỚC CHỐNG ÚNG NGẬP	VIVOSSPK12_R048	VIVOSSPK12_R170
CỦA CON TRAI TÔI LÀ MẦN THỊT CHÚNG	VIVOSSPK12_R135	VIVOSSPK12_R171
NÊN TRÔNG CÀNG THẤP HƠN	VIVOSSPK12_T015	VIVOSSPK12_R172
CỘI NGUỒN CỦA TÌNH TRẠNG ĐÓ	VIVOSSPK12_R149	VIVOSSPK12_R174
CÙNG VỚI SỰ BÙNG NỔ VỀ KINH TẾ CỦA ĐẤT NƯỚC	VIVOSSPK12_R004	VIVOSSPK12_R176
THẾ GIỚI KỲ THÚ SẦU RIÊNG NHẸ MÙI NHƯ	VIVOSSPK12_R013	VIVOSSPK12_R177
TUỔI TRẺ XIN TRÍCH ĐĂNG ĐỂ RỘNG ĐƯỜNG DƯ LUẬN	VIVOSSPK12_T020	VIVOSSPK12_R179
TÔI ĐÃ CHỌN MỘT CHIẾC BUỘC TÓC CÙNG CHẤT LIỆU MÀU TRẮNG	VIVOSSPK12_R200	VIVOSSPK12_R180
XIN MÃI MỚI SÓN RA ĐƯỢC MẤY HÀO	VIVOSSPK12_R098	VIVOSSPK12_R181
ĐỀU TẮC DO NGẬP NƯỚC	VIVOSSPK12_R164	VIVOSSPK12_R182
NHƯNG CƠ HỘI ĐÃ ĐẾN VỚI CƯỜNG	VIVOSSPK12_R037	VIVOSSPK12_R184
MỌI NGƯỜI SẼ CƯ XỬ MỘT CÁCH KỲ QUẶC	VIVOSSPK12_R061	VIVOSSPK12_R185
BAN ĐÊM BẮNG CÂY ĐA	VIVOSSPK12_T011	VIVOSSPK12_R186
BẠN ĐỪNG QUÁ NGẠC NHIÊN	VIVOSSPK12_R057	VIVOSSPK12_R187
VIỆC LÀM ĐÓ BỊ NHIỀU NGƯỜI CỰ NỰ	VIVOSSPK12_R033	VIVOSSPK12_R188
XU HƯỚNG DU KHÁCH CHỌN CÁC ĐIỂM ĐẾN GẦN	VIVOSSPK12_R014	VIVOSSPK12_R190
NÊN NGƯỜI CHƠI SẼ CHỈ THAM GIA CÁC SỰ KIỆN CHÍNH	VIVOSSPK12_T032	VIVOSSPK12_R191
LÀM LẠI NHỮNG GÌ BẠN ĐÃ LÀM	VIVOSSPK12_T049	VIVOSSPK12_R192
CÓ LẼ BẠN CHỈ CẦN BỎ RA MƯỜI PHÚT	VIVOSSPK12_R097	VIVOSSPK12_R193
NGƯỜI TÀI XẾ TRONG XE BẮT ĐẦU NHẤN CÒI INH ỎI	VIVOSSPK12_R111	VIVOSSPK12_R194
DÒNG SÔNG RẤT NÔNG VỚI TRẦM TÍCH ĐÁY LÀ CUỘI TRONG HANG KHE RI	VIVOSSPK12_R022	VIVOSSPK12_R195
VỀ NHỮNG VIỆC MÀ BÌNH THƯỜNG BẠN LUÔN GIỮ IM LẶNG	VIVOSSPK12_R170	VIVOSSPK12_R196
THÌ NGHE TIẾNG RÊN HỪ HỰ DƯỚI BÀN THỜ	VIVOSSPK12_R082	VIVOSSPK12_R197
ĐAU LƯNG BẤT CHỢT NHƯ VẬY CÓ THỂ LÀ DẤU HIỆU CỦA CHỨNG PHÌNH MẠCH	VIVOSSPK12_R089	VIVOSSPK12_R198
BỘ PHẬN PHỎNG VẤN TUYỂN DỤNG TẠI CÁC CƠ QUAN CHÍNH PHỦ	VIVOSSPK12_R110	VIVOSSPK12_R199
NHƯ TAY CỦA CÁC CÔ TIỂU THƯ ĐÀI CÁC	VIVOSSPK12_T030	VIVOSSPK12_R200
CÁI CHẾT CỦA NÀNG TIÊN NÂU	VIVOSSPK12_R168	VIVOSSPK12_T001
CON ĐƯỜNG DÀI LẮM SAO ANH ĐỂ EM ĐI MỘT MÌNH	VIVOSSPK12_R071	VIVOSSPK12_T002
CON ĐƯỜNG DÀI LẮM KHÔNG CÓ ANH EM ĐI LÀM SAO	VIVOSSPK12_R199	VIVOSSPK12_T003
NHẤT NGÔN CỬU PHỈ TỨ MÃ PHANH THÂY	VIVOSSPK12_R182	VIVOSSPK12_T004
CÔ ĐÃ ĐI SAI MỘT NƯỚC CỜ	VIVOSSPK12_T009	VIVOSSPK12_T005
BÂY GIỜ UỐNG BIA HAY LÀ CỞI ĐỒ	VIVOSSPK12_T010	VIVOSSPK12_T006
CUỐI TUẦN MÌNH ĐI HÁI ĐÀO NHA ANH	VIVOSSPK12_R034	VIVOSSPK12_T007
TRƯỜNG LÀ NGƯỜI RẤT CÓ KỶ LUẬT NHƯNG LÀM VIỆC HƠI CẨU THẢ MỘT CHÚT	VIVOSSPK12_R108	VIVOSSPK12_T008
MỘT CÁI BÁNH CŨNG ĐÒI TIỀN LÀ SAO	VIVOSSPK12_R123	VIVOSSPK12_T009
CÁI GIÁ CỦA MỘT ANH HÙNG	VIVOSSPK12_T007	VIVOSSPK12_T010
THÚ VUI CỦA TA LÀ TRA TẤN TINH THẦN	VIVOSSPK12_R122	VIVOSSPK12_T011
TA LÀ BÒ CẠP HAY THIÊN BÌNH	VIVOSSPK12_R150	VIVOSSPK12_T012
LẤY BẤT BIẾN ỨNG VẠN BIẾN	VIVOSSPK12_R057	VIVOSSPK12_T014
CHƯƠNG BA CỦA QUYỂN HỒI KÝ CHƯA KẾT THÚC	VIVOSSPK12_T033	VIVOSSPK12_T015
CHỈ XÉT TUYỂN HỒ SƠ KHÔNG PHẢI THI	VIVOSSPK12_R167	VIVOSSPK12_T016
CÓ MỘT NHÓM NGƯỜI CHUYÊN ĐI BẮT CÓC GÁI TƠ	VIVOSSPK12_R060	VIVOSSPK12_T017
CÁC MỸ NHÂN VIỄN ĐÔNG ĐANG CHỜ ANH ĐÓ	VIVOSSPK12_R036	VIVOSSPK12_T018
ANH VẪN NHỚ KỶ NIỆM CẦU ĐẦU LÂU	VIVOSSPK12_R090	VIVOSSPK12_T019
CHO TÔI BIẾT TÊN CÔ ẤY	VIVOSSPK12_T026	VIVOSSPK12_T020
HÃY MỞ MỘT BẢN NHẠC HAY	VIVOSSPK12_R045	VIVOSSPK12_T021
NHẠC SĨ VÀ LỰC SĨ EM CHỌN AI	VIVOSSPK12_R145	VIVOSSPK12_T022
VỨT BỎ ĐỒ ĐAO LẬP ĐIA THÀNH PHẬT	VIVOSSPK12_R097	VIVOSSPK12_T023
TRƯỜNG BÌNH CÔNG CHÚA BỊ CỤT TAY	VIVOSSPK12_T022	VIVOSSPK12_T024
HOA MÃN LÂU NGÀY ẤY VÀ BÂY GIỜ	VIVOSSPK12_R106	VIVOSSPK12_T025
LÝ THÁM HOA ĐI CÀ THỌT	VIVOSSPK12_R004	VIVOSSPK12_T026
GẶP NHAU ĐÃ KHÓ HUỐNG CHIA XA	VIVOSSPK12_R045	VIVOSSPK12_T027
ĐÔNG PHONG DẪU NHẸ RỤNG TRĂM HOA	VIVOSSPK12_T015	VIVOSSPK12_T028
HÔM NAY BA EM ĐI CÔNG TÁC ANH QUA ĐÂY NHÉ	VIVOSSPK12_R192	VIVOSSPK12_T029
TÔI NÓI CẬU CÓ NGHE KHÔNG	VIVOSSPK12_R049	VIVOSSPK12_T030
TRỘM VIẾNG THĂM LẤY HẾT ĐỒ ĐẠC TRONG NHÀ	VIVOSSPK12_R022	VIVOSSPK12_T031
CÂY ĐA NGOÀI VƯỜN VẪN RA TRÁI ĐỀU ĐỀU	VIVOSSPK12_R091	VIVOSSPK12_T032
LẬP TRÌNH VIÊN ĐA SỐ ĐỀU BỊ TÂM THẦN	VIVOSSPK12_R171	VIVOSSPK12_T033
XIN MỜI ANH ĐIẾU THUỐC	VIVOSSPK12_R108	VIVOSSPK12_T034
Ở ĐÂY HÚT THUỐC ĐƯỢC KHÔNG CÔ	VIVOSSPK12_T009	VIVOSSPK12_T035
NHÀ THUỐC TÂY MỌC LÊN NHƯ NẤM	VIVOSSPK12_R103	VIVOSSPK12_T036
NÓI CHUYỆN TRỊNH TRỌNG NGHE GHÊ QUÁ	VIVOSSPK12_R176	VIVOSSPK12_T037
CÀI ĐẶT LẠI PHẦN MỀM TỐN CẢ NGÀY	VIVOSSPK12_T033	VIVOSSPK12_T038
HAI BỐ CON THẢO LUẬN VIỆC CHIA TÀI SẢN	VIVOSSPK12_R149	VIVOSSPK12_T039
CUỘC TÌNH ĐẸP NHƯ MƠ	VIVOSSPK12_R039	VIVOSSPK12_T040
ANH VÀ EM CÓ DUYÊN CHÍN KIẾP	VIVOSSPK12_R155	VIVOSSPK12_T041
ÔNG TOÀN CHƠI PHỔNG TAY TRÊN	VIVOSSPK12_R101	VIVOSSPK12_T042
DÂN VIỆT NAM LÀM ĂN CHỤP GIỰT	VIVOSSPK12_T004	VIVOSSPK12_T043
BIÊN BẢN CUỘC HỌP ĐÃ ĐƯỢC GHI LẠI	VIVOSSPK12_R120	VIVOSSPK12_T045
ĐÁNH BẠC CŨNG LÀ MỘT NGHỀ	VIVOSSPK12_R069	VIVOSSPK12_T046
PHIÊN BẢN ĐẦU TIÊN RA MẮT THỨ BẢY TUẦN TRƯỚC	VIVOSSPK12_R040	VIVOSSPK12_T047
KINH TẾ SUY THOÁI KHIẾN CÁC NHÀ ĐẦU TƯ LA LÀNG	VIVOSSPK12_R112	VIVOSSPK12_T048
BẤT ĐỘNG SẢN BỊ THỔI GIÁ NÊN GIỜ CHẾT LÀ PHẢI	VIVOSSPK12_R090	VIVOSSPK12_T049
MẤY QUÁN LẨU DÊ ĐÔNG NHƯ KIẾN	VIVOSSPK12_T048	VIVOSSPK12_T050
ĐỂ NGẮM NHÌN VẺ ĐẸP CỦA ĐẤT TRỜI	VIVOSSPK13_278	VIVOSSPK13_001
CÁC TÁC PHẨM NÀY ĐƯỢC ĐÃ TẠO CẢM HỨNG CHO NHỮNG SÁNG TẠO CỦA THIÊN TÀI	VIVOSSPK13_062	VIVOSSPK13_002
VỊ TRÍ TREO HỚ HÊNH KHÁC ĐẶC BIỆT CHƠI TRANH	VIVOSSPK13_107	VIVOSSPK13_003
CHẬT VÀ BÓ Ở PHẦN TRÊN HOẶC DƯỚI CÙNG CỦA CƠ THỂ	VIVOSSPK13_110	VIVOSSPK13_004
TRƯỠNG BÀN KÊ TRẬT TRƯỠNG	VIVOSSPK13_101	VIVOSSPK13_005
CÚ SÚT SỞ TRƯỜNG CỦA TIỀN VỆ TẤN CÔNG SỐ MỘT ĐÔNG NAM Á	VIVOSSPK13_053	VIVOSSPK13_006
NHỮNG NIỀM TIN VỀ THỰC PHẨM MAY MẮN NGÀY XUÂN	VIVOSSPK13_233	VIVOSSPK13_007
NÊN LỚP DƯỚI TOÀN LÀ VỎ SÒ VỤN NÁT	VIVOSSPK13_229	VIVOSSPK13_008
CÁC HOẠT ĐỘNG THAM QUAN NƠI NÀY	VIVOSSPK13_266	VIVOSSPK13_009
MANG ĐẬM HƠI HƯỚNG SINH LÝ TÌNH DỤC	VIVOSSPK13_026	VIVOSSPK13_010
THẾ NHƯNG LẠI KHÔNG DÁM THẬT THÀ DŨNG CẢM KHAI BÁO VỚI NGƯỜI YÊU	VIVOSSPK13_069	VIVOSSPK13_011
SẼ TỪ TỪ GIẢM BỚT TRONG TỔNG SẢN LƯỢNG QUỐC DÂN	VIVOSSPK13_053	VIVOSSPK13_012
THÌ NGÀNH THÉP TƯỞNG HÙNG MẠNH SUNG MÃN BỖNG HẮT HIU RỆU RÃ	VIVOSSPK13_194	VIVOSSPK13_013
NÊN TÔI PHẢI TÌM KỲ ĐƯỢC MỘT CÂY ƯNG Ý	VIVOSSPK13_028	VIVOSSPK13_014
SỨC KHỎE KÉM NÊN NGA PHẢI NHỜ BẠN BÈ	VIVOSSPK13_018	VIVOSSPK13_015
THỦ TƯỚNG YÊU CẦU KHÔNG ĐƯỢC VIỆN LÝ DO	VIVOSSPK13_039	VIVOSSPK13_016
HAY CHỒNG BÁT ĐĨA CAO NGẤT	VIVOSSPK13_210	VIVOSSPK13_017
CÁC TRẠI GIA CẦM CÔNG NGHIỆP TRONG VÙNG	VIVOSSPK13_220	VIVOSSPK13_018
KHI HẠ CÂY THÔNG XUỐNG	VIVOSSPK13_120	VIVOSSPK13_019
NHÀ THƠ ĐI TRƯỚC PHỤC TÀI NHÀ THƠ ĐÀN EM LÀ ĐIỀU HIẾM	VIVOSSPK13_248	VIVOSSPK13_020
CŨNG TRONG NGÀY ĐÓ BÀI XÃ LUẬN GẰN GIỌNG	VIVOSSPK13_298	VIVOSSPK13_021
NẾU CÓ TRIỆU CHỨNG HO HO VÀ KHẠC ĐÀM THÌ ĐI KHÁM BÁC SĨ	VIVOSSPK13_143	VIVOSSPK13_023
VỀ NHÀ ĂN TẾT CÙNG CON CHÁU	VIVOSSPK13_069	VIVOSSPK13_024
BẰNG CÁCH GĂM GIỮ LƯỢNG VÀNG DỒI DÀO CỦA	VIVOSSPK13_299	VIVOSSPK13_025
VÌ CÓ THỂ TÔNG THẲNG VÀO NHỮNG CỌC BIỂN NHƯ VẬY	VIVOSSPK13_239	VIVOSSPK13_026
ĐANG TRỪNG MẮT LIẾC NHÌN CẢ MỘT VÙNG NÚI	VIVOSSPK13_257	VIVOSSPK13_028
NHƯNG KHÔNG CÓ NGHĨA LÀ HỌ NGỐC NGHẾCH	VIVOSSPK13_226	VIVOSSPK13_029
CON ĐƯỢC MĂM MĂM THỜI GIAN	VIVOSSPK13_078	VIVOSSPK13_030
BẠN SẼ TRỞ THÀNH MỘT BÀ MẸ MẬP MẠP	VIVOSSPK13_233	VIVOSSPK13_031
VIỆC TẬP THỂ DỤC CŨNG GIÚP CHO TÂM TRẠNG BẠN ĐƯỢC KIỂM SOÁT TỐT HƠN	VIVOSSPK13_294	VIVOSSPK13_032
NHỮNG NGƯỜI BẠN NƯỚC NGOÀI PHÀN NÀN VỀ VIỆT NAM	VIVOSSPK13_212	VIVOSSPK13_035
VỚT VÁT BẰNG MỘT VĂN BẢN CHẬM TRỄ	VIVOSSPK13_231	VIVOSSPK13_036
TỨ GIÁC LONG XUYÊN LÀ MÁU THỊT CỦA TÔI	VIVOSSPK13_063	VIVOSSPK13_037
NHỮNG NGÓN TAY NGÚC NGOẮC THỂ HIỆN CẢNH TUYẾT RƠI	VIVOSSPK13_244	VIVOSSPK13_039
CHỨNG BỆNH NÀY ĐƯỢC Y HỌC GỌI LÀ MÀY ĐAY	VIVOSSPK13_263	VIVOSSPK13_040
MÀ MỘT SỐ NGƯỜI CÓ THÁI ĐỘ ỨNG XỬ RẤT VÔ LÝ	VIVOSSPK13_119	VIVOSSPK13_041
CẢ HAI ĐỀU TẤN CÔNG QUYẾT LIỆT NGAY TỪ PHA BÓNG ĐẦU TIÊN	VIVOSSPK13_299	VIVOSSPK13_042
ĐANG GIÓNG LÊN MỘT HỒI CHUÔNG BÁO ĐỘNG	VIVOSSPK13_002	VIVOSSPK13_043
MANG NHỮNG CHÙM CHÂN XINH XINH HÌNH RĂNG NANH	VIVOSSPK13_031	VIVOSSPK13_044
TÀU CHÌM CÓ THỂ DO QUÁ TẢI	VIVOSSPK13_171	VIVOSSPK13_045
THÌ Y NHƯ RẰNG LÒNG DẠ TÔI CŨNG CẢM THẤY XỐN XANG	VIVOSSPK13_099	VIVOSSPK13_046
BỞI VÌ BẠN ĐANG ĐỨNG Ở BÊN CẠNH NGƯỜI ẤY	VIVOSSPK13_062	VIVOSSPK13_047
VIỆN VỆ SINH DỊCH TỄ TRUNG ƯƠNG	VIVOSSPK13_226	VIVOSSPK13_048
ÁNH ĐÈN PHA TỪ CÁC CAO ỐC	VIVOSSPK13_136	VIVOSSPK13_049
TRONG THỜI BÌNH TÔI THƯỜNG DÙNG ĐŨA TRE	VIVOSSPK13_287	VIVOSSPK13_050
ĐẶT RA TRÁCH NHIỆM LỚN ĐỐI VỚI CHÚNG TA	VIVOSSPK13_144	VIVOSSPK13_051
BÁNH RĂNG ĐỂ MẮC XÍCH KHI LÍP QUAY	VIVOSSPK13_121	VIVOSSPK13_052
CÓ THỂ LÀ NGUYÊN NHÂN CỦA TÁC DỤNG NÀY	VIVOSSPK13_170	VIVOSSPK13_053
CHIẾC HO BO TÀU CỨU NẠN CỦA ĐỒN BIÊN PHÒNG	VIVOSSPK13_023	VIVOSSPK13_054
TĂNG TIẾT BÃ CÒI MỤN KÉN NHỎ SẨN ĐỎ SẨN MỤN MỦ	VIVOSSPK13_246	VIVOSSPK13_055
NHUỐM ĐẦY MÁU CỦA THỔ DÂN CHÂU MỸ	VIVOSSPK13_055	VIVOSSPK13_056
MÀ BIẾT CÓ LÀM ĂN GÌ ĐƯỢC HAY KHÔNG	VIVOSSPK13_276	VIVOSSPK13_057
BÀ LẠI MANG CHIẾC BÌNH	VIVOSSPK13_107	VIVOSSPK13_058
CÁC EM HÃY TẢ CHIẾC MŨ NÀY VÀ NÓI CẢM TƯỞNG CỦA MÌNH	VIVOSSPK13_269	VIVOSSPK13_059
VÀ THỂ DỤC THỂ THAO CŨNG RẤT QUAN TRỌNG	VIVOSSPK13_091	VIVOSSPK13_060
CHỊ MÂY KHẼ KHÀNG NHẶT HOA CHO VÀO CHIẾC KHĂN TAY	VIVOSSPK13_063	VIVOSSPK13_061
KHI TA ĐI LỄ Ở NHỮNG NƠI THỜ CÚNG HOẶC TƯỞNG NIỆM	VIVOSSPK13_021	VIVOSSPK13_062
VÀ ĐƯA RA NHỮNG QUYẾT ĐỊNH ĐÚNG ĐẮN	VIVOSSPK13_036	VIVOSSPK13_063
TRƯỜNG HỢP THỨ HAI LÀ BẠN THẤY AI ĐÓ	VIVOSSPK13_069	VIVOSSPK13_064
LẬP RA CÁC ĐƯỜNG RANH GIỚI CÁ NHÂN	VIVOSSPK13_244	VIVOSSPK13_065
THÔNG QUA CÁC CÔNG CỤ	VIVOSSPK13_293	VIVOSSPK13_066
SỐ TRẺ EM SINH RA VÀ LỚN LÊN TRONG HOÀNG CẢNH BẦN HÀN	VIVOSSPK13_133	VIVOSSPK13_067
MÙI PHÂN SÂU TANH NỒNG	VIVOSSPK13_162	VIVOSSPK13_068
VÀ CÓ THỂ CÓ BIẾN CHỨNG NGHẸT	VIVOSSPK13_186	VIVOSSPK13_069
